TUCASEID,TR1INTST,TR2INTST,TRFNLOUT,TRINCEN2,TUAVGDUR,TUA_ID,TUCPSDP,TUC_ID,TUDQUAL2,TUINCENT,TUINTDQUAL,TUINTID,TUINTRODATE,TUINTROPANMONTH,TUINTROPANYEAR,TULNGSKL,TUTOTACTNO,TUV_ID
20171109171739,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ85,09,10,2017,0,-1,-1
20171109171740,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,CM99,17,10,2017,0,-1,-1
20171109171743,4,7,183.001,0,-1,-1,1,-1,-1,0,-1,II98,13,10,2017,0,-1,-1
20171109171747,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ94,05,10,2017,0,-1,-1
20171109171754,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ94,13,10,2017,0,-1,-1
20171109171759,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ80,10,10,2017,0,-1,-1
20171109171763,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,II98,07,10,2017,0,-1,-1
20171109171764,1,1,001.001,0,110.8,-1,2,CY42,-1,0,2,II98,27,09,2017,0,13,CB57
20171109171767,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,WW94,07,10,2017,0,-1,-1
20171109171777,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,LL95,07,10,2017,0,-1,-1
20171109171782,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ79,12,10,2017,0,-1,-1
20171109171793,1,1,001.001,0,84.7,KP94,2,CY42,-1,0,2,VV89,16,10,2017,1,17,CU84
20171109171795,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ96,02,10,2017,0,-1,-1
20171109171796,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ82,18,10,2017,0,-1,-1
20171109171797,2,5,021.002,0,-1,-1,2,-1,-1,0,-1,LL97,11,10,2017,0,-1,-1
20171109171801,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,QQ61,14,10,2017,0,-1,-1
20171109171809,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,CM99,13,10,2017,0,-1,-1
20171109171819,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,WW97,05,10,2017,0,-1,-1
20171109171822,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,II98,28,09,2017,0,-1,-1
20171109171844,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109171849,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ80,09,10,2017,0,-1,-1
20171109171850,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,WW96,09,10,2017,0,-1,-1
20171109171851,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,WW96,13,10,2017,0,-1,-1
20171109171854,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,LL95,13,10,2017,0,-1,-1
20171109171868,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109171882,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,LL95,07,10,2017,0,-1,-1
20171109171885,1,1,001.001,0,55.4,-1,2,CY42,-1,0,2,QQ94,19,10,2017,0,26,CU84
20171109171886,1,1,001.001,0,65.5,-1,1,CY42,-1,0,2,QQ86,10,10,2017,0,22,CN88
20171109171892,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,CM99,27,09,2017,0,-1,-1
20171109171895,1,1,001.001,0,60,KP94,2,CY42,-1,0,2,QQ61,07,10,2017,0,24,CN88
20171109171898,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,VV82,12,10,2017,0,-1,-1
20171109171899,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,VV82,09,10,2017,0,-1,-1
20171109171902,2,3,179.001,0,-1,-1,2,-1,-1,0,-1,WW94,20,10,2017,0,-1,-1
20171109171908,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ80,10,10,2017,0,-1,-1
20171109171918,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,KP77,09,10,2017,0,-1,-1
20171109171919,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,WW96,13,10,2017,0,-1,-1
20171109171925,3,6,021.003,1,-1,-1,1,-1,-1,0,-1,WW94,20,10,2017,0,-1,-1
20171109171926,1,1,001.001,0,102.9,-1,1,CY42,-1,0,2,II98,16,10,2017,0,14,CN88
20171109171928,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,II96,16,10,2017,0,-1,-1
20171109171929,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,II98,12,10,2017,1,-1,-1
20171109171930,1,1,001.001,0,130.9,-1,1,CY42,-1,0,2,ZN94,09,10,2017,1,11,CN88
20171109171932,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CV97,05,10,2017,0,-1,-1
20171109171933,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,WW97,04,10,2017,0,-1,-1
20171109171944,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CM99,04,10,2017,0,-1,-1
20171109171952,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ63,26,09,2017,0,-1,-1
20171109171957,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,WW99,14,10,2017,0,-1,-1
20171109171959,1,1,001.001,0,57.6,-1,1,CY42,-1,0,2,VV82,13,10,2017,0,25,CU93
20171109171960,1,1,001.001,0,48,KP94,2,CY42,-1,0,2,QQ85,16,10,2017,0,30,CN90
20171109171965,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,II98,05,10,2017,0,-1,-1
20171109171970,3,6,021.003,0,-1,-1,2,-1,-1,0,-1,CV97,09,10,2017,0,-1,-1
20171109171971,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,CM99,07,10,2017,0,-1,-1
20171109171972,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,ZN94,27,09,2017,1,-1,-1
20171109171973,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ71,18,10,2017,0,-1,-1
20171109171978,1,1,001.001,0,80,HX34,1,CY42,-1,0,2,CM58,16,10,2017,0,18,CJ95
20171109171986,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ90,21,10,2017,0,-1,-1
20171109171992,1,1,001.001,0,96,-1,2,CY42,-1,0,2,WW97,19,10,2017,0,15,CN88
20171109171999,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,CB57,02,10,2017,2,-1,-1
20171109172000,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,VV82,25,09,2017,0,-1,-1
20171109172008,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,CM99,07,10,2017,0,-1,-1
20171109172009,3,6,020.015,0,-1,-1,2,-1,-1,0,-1,QQ73,17,10,2017,0,-1,-1
20171109172014,1,1,001.001,1,96,-1,1,CY42,-1,0,2,ZN94,30,09,2017,0,15,CN88
20171109172015,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ94,19,10,2017,0,-1,-1
20171109172019,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,QQ83,11,10,2017,0,-1,-1
20171109172021,1,1,001.001,0,120,KP94,1,CY42,-1,0,2,CV97,05,10,2017,0,12,CN88
20171109172026,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ83,09,10,2017,0,-1,-1
20171109172028,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,II98,28,09,2017,0,-1,-1
20171109172044,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,LL95,07,10,2017,0,-1,-1
20171109172049,2,4,194.001,1,-1,-1,1,-1,-1,0,-1,LL95,05,10,2017,0,-1,-1
20171109172052,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ71,03,10,2017,0,-1,-1
20171109172059,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV89,29,09,2017,1,-1,-1
20171109172061,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,LL95,27,09,2017,0,-1,-1
20171109172064,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ85,06,10,2017,0,-1,-1
20171109172068,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,WW94,30,09,2017,0,-1,-1
20171109172072,4,7,195.001,1,-1,-1,2,-1,-1,0,-1,QQ73,09,10,2017,0,-1,-1
20171109172073,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,LL97,02,10,2017,0,-1,-1
20171109172074,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,WW94,30,09,2017,0,-1,-1
20171109172075,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CV97,18,10,2017,0,-1,-1
20171109172077,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CV97,20,10,2017,0,-1,-1
20171109172079,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,II98,25,09,2017,0,-1,-1
20171109172088,1,1,001.001,0,51.4,KP94,2,CY42,-1,0,2,VV82,20,10,2017,0,28,CN88
20171109172105,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ85,09,10,2017,0,-1,-1
20171109172107,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,CV97,10,10,2017,0,-1,-1
20171109172109,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ80,25,09,2017,0,-1,-1
20171109172111,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ83,16,10,2017,0,-1,-1
20171109172117,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ96,10,10,2017,0,-1,-1
20171109172118,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ85,13,10,2017,0,-1,-1
20171109172123,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,II96,02,10,2017,0,-1,-1
20171109172127,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ85,09,10,2017,0,-1,-1
20171109172128,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,WW97,02,10,2017,0,-1,-1
20171109172137,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ96,10,10,2017,0,-1,-1
20171109172138,1,1,001.001,0,51.4,KP94,1,CN90,-1,0,2,QQ61,07,10,2017,0,28,CU93
20171109172142,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV82,02,10,2017,0,-1,-1
20171109172144,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ80,02,10,2017,0,-1,-1
20171109172145,4,7,195.001,1,-1,-1,2,-1,-1,0,-1,LL97,04,10,2017,0,-1,-1
20171109172146,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ94,07,10,2017,0,-1,-1
20171109172159,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ94,29,09,2017,0,-1,-1
20171109172163,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,CM99,10,10,2017,0,-1,-1
20171109172167,1,1,001.001,0,72,-1,1,CU93,-1,0,2,CI86,07,10,2017,0,20,CN90
20171109172168,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ80,25,09,2017,0,-1,-1
20171109172174,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,WW94,30,09,2017,0,-1,-1
20171109172178,3,6,020.015,0,-1,-1,1,-1,-1,0,-1,CI86,21,10,2017,0,-1,-1
20171109172180,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,CM99,07,10,2017,0,-1,-1
20171109172189,2,5,024.001,0,-1,-1,1,-1,-1,0,-1,VV89,07,10,2017,2,-1,-1
20171109172190,1,1,001.001,0,60,KP94,1,CN88,-1,0,2,LL97,02,10,2017,0,24,CN90
20171109172193,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ73,16,10,2017,0,-1,-1
20171109172194,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ96,02,10,2017,0,-1,-1
20171109172195,2,3,179.001,0,-1,-1,1,-1,-1,0,-1,QQ96,28,09,2017,0,-1,-1
20171109172203,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ79,12,10,2017,0,-1,-1
20171109172204,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,WW97,04,10,2017,0,-1,-1
20171109172208,1,1,001.001,0,120,-1,2,CB57,-1,0,2,II98,06,10,2017,0,12,CN90
20171109172210,2,5,024.001,0,-1,-1,1,-1,-1,0,-1,QQ61,09,10,2017,2,-1,-1
20171109172213,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,CV97,05,10,2017,0,-1,-1
20171109172225,1,1,001.001,0,110.8,KP94,2,CU84,-1,0,2,CB57,04,10,2017,0,13,CY20
20171109172226,1,1,001.001,0,53.3,KP94,1,CB57,-1,0,2,WW94,07,10,2017,0,27,CN90
20171109172229,1,1,001.001,1,62.6,KP94,2,CN90,-1,0,2,CV97,11,10,2017,0,23,CB57
20171109172231,3,6,021.003,0,-1,-1,1,-1,-1,0,-1,II98,17,10,2017,0,-1,-1
20171109172232,1,1,001.001,0,68.6,KP94,2,CN90,-1,0,2,CB57,16,10,2017,0,21,CN88
20171109172234,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ82,16,10,2017,1,-1,-1
20171109172235,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,VV82,02,10,2017,0,-1,-1
20171109172236,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ96,10,10,2017,0,-1,-1
20171109172237,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CV97,18,10,2017,0,-1,-1
20171109172244,1,1,001.001,0,160,-1,2,CB57,-1,0,2,VV82,16,10,2017,0,9,CU93
20171109172245,1,1,001.001,0,90,KP94,2,CB57,-1,0,2,QQ60,19,10,2017,0,16,CN88
20171109172250,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,II96,12,10,2017,0,-1,-1
20171109172254,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109172255,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ83,27,09,2017,0,-1,-1
20171109172256,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,QQ80,09,10,2017,0,-1,-1
20171109172257,4,7,195.001,1,-1,-1,2,-1,-1,0,-1,VV82,20,10,2017,0,-1,-1
20171109172267,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,LL95,06,10,2017,0,-1,-1
20171109172274,2,3,179.001,0,-1,-1,2,-1,-1,0,-1,CV97,11,10,2017,0,-1,-1
20171109172285,2,5,021.002,0,-1,-1,2,-1,-1,0,-1,CZ95,06,10,2017,0,-1,-1
20171109172286,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,WW94,07,10,2017,0,-1,-1
20171109172291,1,1,001.001,0,102.9,-1,1,CB57,-1,0,2,WW99,07,10,2017,0,14,CN90
20171109172292,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,QQ80,10,10,2017,0,-1,-1
20171109172293,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,CI86,14,10,2017,0,-1,-1
20171109172299,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109172303,1,1,001.001,0,62.6,KP94,1,CB57,-1,0,2,QQ66,16,10,2017,0,23,CN90
20171109172305,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ63,02,10,2017,0,-1,-1
20171109172306,1,1,001.001,0,40,KP94,2,CB57,-1,0,2,QQ73,10,10,2017,0,36,CN85
20171109172307,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,QQ90,11,10,2017,0,-1,-1
20171109172308,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ90,30,09,2017,0,-1,-1
20171109172313,1,1,001.001,0,130.9,KP94,1,CB57,-1,0,2,QQ85,16,10,2017,0,11,CN90
20171109172321,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ94,19,10,2017,0,-1,-1
20171109172327,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ85,02,10,2017,0,-1,-1
20171109172329,1,1,001.001,0,75.8,-1,1,CJ95,-1,0,2,QQ83,18,10,2017,0,19,CK83
20171109172330,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ83,02,10,2017,0,-1,-1
20171109172339,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,CV97,17,10,2017,0,-1,-1
20171109172343,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,ZS92,29,09,2017,0,-1,-1
20171109172345,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,VV82,09,10,2017,0,-1,-1
20171109172346,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ83,09,10,2017,0,-1,-1
20171109172354,1,1,001.001,0,53.3,KP94,1,CU84,-1,0,2,QQ61,21,10,2017,0,27,CN94
20171109172361,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,LL95,05,10,2017,0,-1,-1
20171109172364,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ80,09,10,2017,0,-1,-1
20171109172365,1,1,001.001,1,60,KP94,1,CN90,-1,0,2,QQ80,21,10,2017,0,24,CJ95
20171109172366,4,7,195.001,1,-1,-1,1,-1,-1,0,-1,CI86,12,10,2017,0,-1,-1
20171109172373,1,1,001.001,0,144,-1,2,CK83,-1,0,2,QQ96,19,10,2017,2,10,CN88
20171109172376,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,QQ94,05,10,2017,0,-1,-1
20171109172379,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,LL97,26,09,2017,0,-1,-1
20171109172381,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ73,26,09,2017,0,-1,-1
20171109172383,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CM99,10,10,2017,0,-1,-1
20171109172386,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,II98,25,09,2017,1,-1,-1
20171109172390,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,KP77,03,10,2017,0,-1,-1
20171109172391,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,QQ67,06,10,2017,0,-1,-1
20171109172392,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ61,21,10,2017,0,-1,-1
20171109172393,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,WW94,30,09,2017,0,-1,-1
20171109172395,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,QQ96,02,10,2017,0,-1,-1
20171109172397,1,1,001.001,1,130.9,-1,2,CN90,-1,0,2,II96,19,10,2017,0,11,CK83
20171109172399,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,II96,02,10,2017,0,-1,-1
20171109172400,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,WW94,30,09,2017,0,-1,-1
20171109172405,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,LL95,07,10,2017,0,-1,-1
20171109172411,4,7,195.001,0,-1,-1,1,-1,-1,0,-1,QQ83,11,10,2017,0,-1,-1
20171109172414,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ82,03,10,2017,0,-1,-1
20171109172415,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,LL95,28,09,2017,0,-1,-1
20171109172420,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,LL95,29,09,2017,0,-1,-1
20171109172425,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,QQ73,26,09,2017,0,-1,-1
20171109172426,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ73,03,10,2017,0,-1,-1
20171109172427,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,WW94,07,10,2017,0,-1,-1
20171109172432,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,CV97,18,10,2017,0,-1,-1
20171109172438,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,QQ85,02,10,2017,0,-1,-1
20171109172443,2,3,179.001,0,-1,-1,1,-1,-1,0,-1,QQ94,16,10,2017,0,-1,-1
20171109172445,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,ZN94,27,09,2017,1,-1,-1
20171109172446,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV82,28,09,2017,0,-1,-1
20171109172449,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,CM99,07,10,2017,0,-1,-1
20171109172454,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,II98,10,10,2017,1,-1,-1
20171109172460,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,VV82,12,10,2017,0,-1,-1
20171109172461,2,3,181.001,0,-1,-1,1,-1,-1,0,-1,QQ79,10,10,2017,0,-1,-1
20171109172463,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,VV82,28,09,2017,0,-1,-1
20171109172475,2,4,194.001,0,-1,-1,1,-1,-1,0,-1,LL95,27,09,2017,0,-1,-1
20171109172478,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,II98,12,10,2017,0,-1,-1
20171109172484,2,4,188.001,0,-1,-1,2,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109172488,4,7,195.001,0,-1,-1,2,-1,-1,0,-1,QQ71,10,10,2017,0,-1,-1
20171109172489,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,QQ83,25,09,2017,0,-1,-1
20171109172490,2,3,181.001,0,-1,-1,2,-1,-1,0,-1,QQ80,02,10,2017,0,-1,-1
20171109172491,2,4,194.001,0,-1,-1,2,-1,-1,0,-1,WW94,07,10,2017,0,-1,-1
20171109172497,2,4,188.001,0,-1,-1,1,-1,-1,0,-1,VV82,02,10,2017,0,-1,-1
